HGP,E1VFVN30,HAI,DLG,FIT,FLT,HQC,GEX,PVD,MSN,PVI,VRE,DXG,SJF,AMD,VHM,EVG,HVN,SCR,SFG,VGC,BFC,TCH,PHR,BVH,TDM,HAH,KSB,SKG,BCM,VNS,CNG,TTB,LPB,DAH,HTN,NHA,CSV,DHG,SVC,IJC,FPT,DVP,C32,BIC,BMC,STB,SCD,HCD,CTS,MSH,TNI,BMP,NSC,HBC,SFI,UIC,SAV,TVB,LIX,FMC,GMC,FVN,NHH,VHC,DGC,HSG,VTB,SMB,CLC,HDC,TVS,IDI,DHA,APC,FCM,ACC,BMI,GVR,FUCVREIT,DSN,TNA,CMX,TCL,DQC,GSP,PME,PET,PJT,LBM,PAC,SZL,GDT,KHP,GIL,PGC,MCG,FUESSV50,PAN,VSH
28.2,17.73,2.83,1.47,12.05,2.1,13.79,13.75,67.64,14.35,30.0,15.87,2.14,2.79,65.07,5.65,25.1,7.54,7.16,32.37,14.7,16.44,52.78,52.75,24.65,10.94,22.41,9.59,53.05,10.4,19.53,5.18,9.69,3.55,18.61,17.57,25.87,93.07,73.06,20.16,54.08,39.46,22.21,18.66,12.52,16.1,21.35,2.42,11.11,35.09,3.01,54.09,67.66,15.0,31.5,42.15,14.83,7.8,49.54,27.52,23.14,10.37,49.13,34.34,42.0,20.0,12.14,38.66,27.98,27.68,14.89,5.53,38.62,20.5,5.63,6.22,17.72,22.34,6.54,43.06,11.05,12.39,23.03,16.43,10.37,73.21,13.34,9.74,47.46,27.28,49.78,32.12,6.44,38.61,17.0,2.75,15.8,23.26,16.98,26.2
28.78,17.5,2.82,1.58,12.91,2.25,14.63,14.75,70.53,15.41,32.05,17.04,2.3,2.9,68.9,6.07,25.85,8.1,7.62,31.45,15.5,17.65,54.75,55.71,25.4,10.6,24.09,10.07,55.02,9.96,20.14,5.55,10.21,3.79,20.0,18.61,27.27,94.0,73.85,21.67,53.4,39.97,22.58,19.47,13.44,16.9,22.75,2.49,11.9,37.7,3.11,53.73,72.33,16.1,31.68,42.38,14.76,8.36,50.23,28.34,23.45,11.11,49.29,36.86,42.95,21.23,12.48,38.66,29.78,28.44,14.89,5.94,39.73,20.5,5.74,6.22,18.92,24.01,7.02,45.06,11.86,12.96,23.73,16.43,10.37,73.8,14.21,9.65,47.74,26.85,49.97,31.62,6.54,37.7,16.45,2.65,15.8,24.98,16.98,27.65
27.57,17.07,2.91,1.69,13.86,2.26,14.27,14.17,70.36,14.88,32.05,17.0,2.42,3.06,64.41,6.43,25.35,8.0,7.7,29.43,15.3,17.21,54.75,53.24,24.3,10.57,23.68,9.78,53.05,9.96,19.86,5.89,10.17,3.8,19.31,18.52,26.89,89.35,73.85,21.67,49.91,38.95,21.97,19.56,13.44,16.05,21.3,2.42,11.76,37.34,3.17,51.57,68.33,16.76,30.15,41.13,13.81,8.39,47.18,27.9,22.45,11.11,46.21,36.77,42.04,19.86,12.1,38.2,28.26,28.44,14.62,5.94,37.67,20.85,5.45,5.97,18.28,25.74,7.02,42.44,11.86,12.44,22.47,16.38,10.14,73.8,13.68,9.56,46.51,25.36,46.75,31.62,6.33,36.93,16.45,2.48,15.25,25.03,16.5,26.05
29.63,18.35,3.12,1.81,14.86,2.43,15.33,15.21,75.64,15.99,34.45,18.26,2.6,3.29,69.2,6.91,27.25,8.6,8.28,30.49,16.45,18.49,58.78,57.19,26.1,11.35,25.45,10.5,56.98,10.7,21.32,6.33,10.9,4.08,20.75,19.91,28.91,94.0,69.12,23.27,53.65,41.83,23.59,20.99,14.41,17.25,22.8,2.6,12.64,40.13,3.4,55.44,73.38,18.0,32.42,42.56,14.83,9.02,50.72,29.99,24.14,11.9,49.29,39.48,45.2,21.32,12.96,39.58,30.38,30.56,15.7,6.38,40.08,22.4,5.86,6.4,19.63,27.65,7.02,45.63,12.73,13.36,24.12,17.61,10.9,73.8,14.69,10.08,45.56,26.9,50.26,33.08,6.8,39.67,17.64,2.66,15.7,26.89,17.56,28.0
31.1,18.7,3.33,1.94,15.95,2.61,15.73,16.13,78.78,17.14,37.0,19.13,2.79,3.3,72.22,7.42,28.1,9.15,8.11,28.51,16.65,19.54,60.0,59.65,26.5,12.1,27.05,11.03,56.88,10.7,21.7,6.8,11.18,4.16,21.26,20.74,29.97,94.94,69.12,25.0,56.21,42.72,24.52,20.94,15.47,18.1,23.0,2.79,13.56,43.14,3.64,56.07,74.34,18.0,33.81,43.03,15.37,9.69,52.29,30.96,25.91,12.78,50.83,39.97,45.28,22.86,12.96,40.31,29.5,31.84,15.34,6.85,41.62,23.3,5.93,6.44,20.57,29.72,7.02,45.63,13.64,14.19,24.82,17.61,11.22,70.58,15.65,10.34,44.23,26.9,50.35,33.12,7.02,42.46,17.79,2.86,16.8,28.9,18.44,29.3
32.13,19.36,3.46,2.08,17.14,2.8,16.5,17.33,80.02,18.01,37.8,18.61,3.0,3.54,73.32,7.46,29.1,9.3,8.32,30.26,17.2,20.86,61.31,63.1,27.5,12.62,28.91,11.51,56.98,10.55,21.46,6.66,11.55,4.41,21.7,20.83,29.87,96.24,69.12,25.19,57.06,44.21,25.17,21.42,16.15,19.35,23.9,2.97,14.58,41.16,3.84,57.15,75.29,17.0,34.28,43.58,15.52,10.39,54.06,32.03,27.82,13.18,51.6,41.23,47.27,24.41,13.54,39.3,30.43,32.52,16.24,7.34,42.05,24.8,6.21,6.71,21.7,31.94,7.02,46.53,14.18,14.8,25.74,18.1,11.35,70.48,16.7,10.51,44.13,27.57,51.96,33.12,7.32,41.64,18.18,3.05,17.0,30.37,18.78,30.6
32.09,19.48,3.37,2.14,18.41,2.86,16.35,17.75,76.96,18.88,36.9,17.39,3.0,3.55,73.18,7.72,29.2,9.1,8.49,28.28,17.25,20.82,61.78,63.79,26.85,12.62,28.82,11.51,55.7,10.55,20.38,6.23,11.59,4.6,20.91,19.48,27.95,97.35,69.12,23.55,56.97,44.21,24.43,21.13,15.52,19.95,23.5,2.99,14.81,38.51,3.79,56.25,75.48,15.9,35.06,43.67,15.75,11.02,52.29,32.03,29.91,12.83,51.91,40.45,47.27,24.09,12.86,39.35,30.33,32.68,16.65,7.34,42.91,25.0,6.39,6.83,21.74,31.59,6.54,46.48,13.95,14.85,25.91,18.0,11.08,71.75,17.04,10.77,41.29,27.86,51.96,32.74,7.19,38.93,18.08,3.22,16.8,30.76,17.56,30.6
32.5,18.9,3.47,2.11,19.77,2.93,16.68,18.5,75.48,17.82,36.6,16.26,3.0,3.54,72.96,7.38,29.45,8.88,8.01,26.44,17.3,20.38,63.47,64.78,26.65,12.65,29.55,11.75,52.07,10.85,20.38,6.69,11.46,4.68,20.8,19.48,28.24,98.1,69.12,23.41,55.87,44.53,24.89,21.33,14.51,20.0,23.5,3.11,15.46,37.7,3.89,54.09,75.29,15.29,35.06,43.03,15.82,11.31,52.09,32.32,28.5,12.69,50.91,40.26,45.8,23.86,12.48,39.58,29.5,31.56,16.65,7.18,43.34,26.5,6.29,6.99,22.22,31.35,6.54,46.39,13.09,15.24,25.3,18.34,11.35,71.75,16.8,10.77,43.95,27.81,52.15,32.87,6.72,38.61,18.33,3.08,16.6,30.86,17.76,29.9
30.66,18.85,3.26,1.98,19.68,2.74,15.95,17.79,74.98,16.66,36.8,15.22,2.91,3.31,71.85,7.46,28.7,8.35,7.53,24.74,16.7,19.06,63.19,63.4,26.2,12.65,28.36,11.51,50.89,10.6,20.05,6.7,11.14,4.45,19.8,19.57,27.27,94.94,68.13,22.84,53.91,42.9,24.47,20.94,14.07,19.0,23.2,3.1,14.81,36.62,3.82,54.09,76.24,14.29,33.35,43.03,15.02,10.8,51.01,31.79,26.64,12.44,52.14,40.16,44.07,22.36,12.48,39.49,30.43,29.52,16.24,7.1,41.45,26.0,6.16,6.76,21.47,30.51,6.12,45.72,12.68,14.45,24.65,18.1,11.13,70.77,16.18,10.08,45.27,27.71,51.58,32.62,6.35,37.38,18.38,2.97,16.5,30.37,17.32,29.0
30.59,18.7,3.45,2.07,19.77,2.83,16.24,17.96,74.98,15.99,37.3,15.04,3.06,3.44,71.33,7.53,28.6,8.84,7.45,24.74,17.2,19.58,63.28,64.09,26.05,12.89,29.55,11.89,50.99,10.65,20.52,6.77,11.14,4.48,18.71,19.57,27.66,95.87,68.13,24.39,52.8,42.81,24.56,20.47,14.85,19.2,23.3,3.16,15.42,36.89,3.97,53.91,73.38,15.05,34.28,42.56,15.06,10.24,50.91,31.59,24.91,12.54,52.37,40.75,43.9,22.18,12.38,38.66,30.89,29.68,16.24,7.25,39.99,27.0,6.11,6.83,22.15,31.2,6.57,46.96,12.73,15.11,25.21,17.61,11.04,72.04,16.7,10.08,45.27,27.38,51.96,32.66,6.35,37.38,18.38,3.1,16.5,31.1,17.47,29.4
32.79,19.69,3.7,2.22,19.36,3.04,17.45,19.29,78.45,16.57,37.35,15.78,3.29,3.69,74.43,8.06,30.65,9.5,8.01,25.11,17.95,21.03,66.09,67.64,27.0,13.85,31.73,12.76,52.66,10.95,21.28,7.27,11.91,4.77,20.07,19.57,29.68,98.84,71.49,26.23,56.46,44.08,26.37,21.9,15.96,20.6,23.5,3.39,16.53,38.96,4.08,56.97,77.0,16.14,35.85,43.44,15.59,9.86,53.96,33.87,23.32,13.47,51.83,42.05,46.49,23.18,12.67,39.49,31.12,31.76,17.15,7.76,40.76,29.0,6.56,7.33,23.8,32.77,7.02,47.34,13.45,16.21,26.65,18.88,11.48,74.09,17.95,10.77,48.41,27.81,55.76,32.95,6.63,40.16,19.27,3.12,17.6,33.4,18.0,31.25
32.72,19.8,3.46,2.08,18.14,2.85,17.45,19.0,76.72,15.51,36.7,15.13,3.09,3.45,74.87,8.58,30.85,9.56,7.91,25.01,17.55,21.23,65.91,68.43,27.75,14.12,32.27,12.8,50.79,10.8,21.65,7.2,12.07,4.46,20.15,19.57,29.15,100.52,70.1,25.85,56.72,44.66,27.39,21.9,15.47,21.1,23.5,3.17,16.85,37.43,3.82,57.79,79.1,16.29,35.2,43.4,15.59,9.83,54.45,32.76,21.82,13.18,50.44,40.84,45.63,23.0,11.86,39.3,31.16,30.96,17.55,7.64,41.62,28.4,6.66,7.19,24.18,31.89,7.07,46.2,12.59,16.56,26.92,19.03,10.81,74.09,18.43,10.6,48.41,27.95,55.47,32.79,6.44,39.51,19.12,2.92,17.5,34.58,18.0,31.7
32.68,19.58,3.28,1.95,17.91,2.67,17.45,17.79,76.14,14.49,36.6,15.87,2.9,3.23,73.4,8.48,30.8,9.27,8.11,24.83,17.55,20.66,64.97,69.02,27.95,14.02,31.73,12.66,51.09,10.95,21.23,6.8,11.63,4.4,20.6,19.57,29.1,101.36,70.1,24.82,56.55,45.16,27.29,21.8,14.7,20.1,23.9,2.98,15.93,37.7,3.8,58.42,76.81,16.19,35.99,43.49,15.06,9.69,54.26,33.37,22.18,13.42,51.83,41.18,45.54,22.77,11.86,39.3,30.75,30.96,16.79,7.72,42.05,28.6,6.84,7.26,24.48,32.13,6.61,45.72,12.77,16.82,26.78,18.83,10.55,73.21,17.86,10.77,47.46,27.86,55.0,32.54,6.44,37.87,18.77,2.73,17.3,35.02,17.9,31.6
32.86,19.59,3.2,1.84,17.91,2.5,17.56,17.5,76.96,14.49,36.2,15.3,2.86,3.24,74.36,7.93,31.1,9.3,8.16,24.74,17.55,19.42,65.16,69.41,27.5,13.95,31.41,12.9,50.2,10.8,20.28,6.45,11.22,4.47,20.66,19.57,29.2,101.45,70.1,25.15,56.63,45.34,27.02,21.71,13.88,19.5,23.9,3.01,14.91,37.79,3.85,58.51,77.48,16.38,33.67,43.4,14.53,9.08,54.85,32.5,20.77,13.52,52.75,41.76,45.37,22.95,12.0,39.3,31.26,31.04,15.7,7.55,42.05,28.1,6.58,7.3,25.0,31.35,6.61,45.72,12.91,16.82,27.09,18.59,10.72,73.21,16.7,10.77,44.7,27.86,55.09,32.54,6.49,38.28,19.17,2.66,17.2,33.89,17.95,31.75
33.01,19.8,3.3,1.72,17.41,2.34,17.89,17.83,77.54,14.74,36.7,15.35,2.7,3.33,76.2,8.21,32.0,9.65,8.49,25.15,17.7,20.1,65.53,67.25,26.8,13.78,31.5,12.71,51.19,10.8,19.86,6.6,11.06,4.4,19.31,19.57,29.58,98.47,71.09,25.19,56.04,44.17,26.23,22.09,13.64,19.8,23.8,2.98,15.79,38.51,3.93,56.7,77.39,16.48,31.5,43.49,14.45,9.62,55.34,32.5,19.45,13.77,49.67,42.3,45.98,22.82,12.1,39.49,31.07,31.32,15.7,7.77,42.05,29.0,6.16,7.44,25.15,29.33,6.57,45.96,12.55,16.86,27.57,18.15,10.63,73.8,16.42,10.08,44.23,28.05,55.47,32.04,6.67,37.62,19.37,2.63,17.1,33.35,17.95,32.15
31.65,18.92,3.19,1.68,17.45,2.19,18.14,17.5,77.62,14.74,37.15,15.26,2.7,3.21,75.98,8.21,31.2,9.78,8.35,25.57,17.95,19.38,63.47,67.15,26.85,13.4,31.32,12.76,49.42,10.9,19.95,6.4,11.22,4.23,18.54,19.22,27.66,100.52,71.09,25.33,55.1,42.36,26.28,21.66,13.83,20.1,23.7,2.92,15.83,38.91,3.86,55.89,78.62,15.9,29.64,43.03,14.45,9.32,52.49,32.41,18.18,13.82,49.29,42.01,45.28,21.91,11.9,39.12,31.35,30.4,16.06,7.95,41.02,27.55,6.13,7.49,24.14,28.89,6.3,45.87,11.73,16.47,26.26,17.8,10.01,73.8,16.51,10.08,44.13,27.66,55.76,32.16,6.67,35.33,19.37,2.75,16.4,33.35,18.05,31.8
31.43,19.22,2.99,1.63,16.77,2.05,17.12,16.38,76.8,14.49,35.5,14.91,2.74,3.0,71.04,7.69,29.2,9.48,7.81,25.66,17.9,18.13,61.41,67.34,26.9,13.33,31.32,11.99,46.22,10.9,20.28,6.45,11.34,4.28,18.16,18.61,27.08,100.52,71.09,25.33,53.91,41.77,26.09,22.09,14.02,19.4,23.5,2.79,16.2,37.56,3.63,56.25,79.2,16.19,29.74,43.4,14.38,8.74,52.59,33.19,17.45,13.42,48.83,40.55,45.2,21.91,11.14,39.85,31.26,31.6,15.21,7.95,40.76,26.3,6.13,7.55,24.03,28.54,6.29,45.87,11.73,16.38,26.04,17.71,10.5,74.19,16.7,9.56,46.79,27.38,53.95,32.54,6.45,35.53,19.52,2.68,16.7,33.3,18.1,32.7
31.47,18.98,2.9,1.61,16.0,2.07,17.08,15.63,75.89,14.25,33.9,15.09,2.59,2.88,69.86,7.22,28.6,9.29,7.31,25.75,17.6,16.97,60.37,66.06,26.7,13.27,31.27,11.65,43.23,10.7,20.0,6.42,11.22,4.26,18.16,18.09,26.79,100.8,71.09,23.69,53.23,41.55,26.28,22.28,14.02,18.45,23.5,2.85,16.53,37.52,3.75,55.71,78.92,16.33,30.11,43.58,13.77,8.19,52.78,33.59,17.73,13.32,48.29,40.36,45.2,21.91,10.8,39.58,31.26,32.0,14.21,7.87,41.1,25.8,6.44,7.6,24.51,27.85,6.75,46.01,11.77,16.73,26.44,17.95,10.28,74.19,16.66,9.52,43.76,27.38,53.86,32.12,6.29,35.94,19.37,2.87,16.5,33.6,18.05,33.5
31.47,18.7,2.83,1.56,14.95,2.0,17.01,14.63,72.84,13.92,33.2,14.83,2.52,2.8,69.86,7.18,28.15,9.1,7.29,25.52,17.5,16.72,60.84,65.57,26.85,12.41,31.18,11.65,43.82,10.9,19.48,6.0,11.3,4.37,18.34,18.0,27.56,98.94,71.09,23.69,53.14,41.73,25.91,22.23,14.27,18.0,23.8,2.69,16.48,37.56,3.9,56.7,75.86,15.95,30.06,44.83,13.54,8.26,52.88,32.67,17.36,13.62,46.05,39.87,44.33,21.55,10.99,38.66,30.61,32.16,13.31,7.36,41.53,26.0,6.3,7.8,24.03,28.29,6.75,46.39,11.77,15.99,26.13,18.0,10.5,74.19,16.32,9.48,40.91,26.8,53.57,33.16,6.29,34.83,19.86,2.72,16.4,33.5,17.14,32.7
31.14,18.51,2.86,1.57,15.0,2.03,17.19,14.5,73.66,13.92,33.3,14.78,2.52,2.83,70.45,7.05,28.3,9.1,7.24,24.97,17.55,16.12,60.28,65.08,26.9,12.62,31.36,11.65,41.95,10.9,19.34,5.84,10.9,4.2,17.98,18.17,27.66,97.35,70.1,23.97,53.4,42.0,26.46,21.85,14.6,17.7,23.35,2.67,16.62,37.56,3.85,58.15,75.4,15.86,29.18,44.69,13.08,8.26,53.08,31.97,17.27,13.32,44.67,40.7,44.59,21.64,10.94,38.66,30.43,32.28,13.27,7.37,42.65,25.95,5.89,7.67,23.69,29.03,7.02,46.06,11.91,16.47,26.35,18.34,10.46,74.19,16.42,9.48,40.62,26.9,54.14,33.37,6.35,34.18,19.96,2.55,16.3,33.5,17.18,32.8
31.1,18.33,2.92,1.6,14.91,2.06,16.75,14.42,73.33,14.01,31.65,14.26,2.5,2.87,67.8,6.6,28.55,9.21,7.14,24.65,17.5,16.12,59.62,65.37,27.25,12.69,30.18,11.75,42.24,10.95,19.48,5.85,10.21,4.02,18.52,18.17,28.04,97.35,68.13,24.02,51.27,42.4,26.74,21.9,13.73,17.55,23.8,2.7,15.65,36.17,3.6,57.7,76.05,15.95,30.06,46.03,13.08,8.33,53.08,31.97,17.32,13.47,44.98,40.75,44.07,21.55,10.94,38.84,30.43,30.4,12.95,7.5,42.74,24.3,5.51,7.17,23.84,28.98,6.96,46.29,11.91,15.9,26.17,17.36,10.5,74.29,15.7,9.82,37.97,26.99,54.14,34.16,6.38,35.16,19.96,2.39,16.2,33.79,17.18,32.94
30.47,18.0,2.92,1.56,13.95,1.93,16.46,13.5,73.33,13.48,31.4,13.87,2.5,2.86,65.95,6.17,28.3,9.11,7.18,24.65,17.45,16.04,59.06,65.08,27.35,12.24,28.86,11.7,40.48,10.95,19.11,5.74,10.01,3.95,19.14,18.17,28.04,96.8,68.13,23.03,50.33,42.27,25.03,22.09,13.73,16.9,23.8,2.64,14.63,35.72,3.37,56.43,74.38,15.29,29.55,43.49,13.16,8.05,53.08,31.36,17.18,13.28,43.74,40.16,44.16,20.14,10.99,38.57,30.43,29.56,13.13,7.34,40.68,24.3,5.45,6.71,22.97,29.48,6.51,45.63,11.95,15.68,24.69,17.41,10.1,74.68,15.5,9.82,37.02,26.42,51.68,34.2,6.37,34.43,19.76,2.24,15.8,33.99,17.14,32.61
30.07,17.73,2.88,1.54,13.05,1.9,16.5,13.25,68.88,13.29,31.35,13.87,2.52,2.82,66.47,5.77,28.35,9.08,7.06,24.6,16.85,16.24,59.91,64.09,27.4,12.14,28.45,11.56,40.48,10.7,19.2,5.85,9.97,3.94,18.18,17.91,27.99,96.42,68.13,22.65,49.48,41.32,23.41,22.09,13.73,16.8,23.9,2.64,13.7,35.72,3.21,56.61,74.2,15.14,29.46,42.47,12.48,8.02,52.59,30.79,17.23,13.28,41.59,39.34,44.33,19.77,10.94,38.57,29.87,29.76,13.18,7.1,38.02,24.0,5.43,6.44,22.97,28.05,6.09,45.72,11.91,14.67,24.69,17.75,10.28,73.41,15.6,9.65,35.4,26.46,51.68,33.45,6.24,33.93,19.96,2.1,15.6,31.83,17.14,32.61
30.59,17.79,2.8,1.53,13.05,1.89,16.94,13.17,68.63,13.29,31.65,14.09,2.46,2.76,66.54,5.39,28.3,9.36,7.05,24.74,16.55,16.2,60.0,66.06,26.1,12.14,28.95,11.85,40.87,10.95,19.15,5.8,9.97,3.86,17.01,18.17,27.08,96.52,68.62,22.84,49.91,41.32,22.85,21.61,14.02,16.7,24.0,2.6,14.26,35.94,3.18,57.15,74.48,15.62,28.9,41.64,12.48,8.12,52.59,30.71,17.18,13.18,38.89,39.44,44.42,19.95,10.99,38.66,29.87,30.32,13.36,7.41,37.59,23.65,5.37,6.4,23.27,29.03,5.7,45.63,11.86,14.19,24.65,17.75,10.37,74.39,15.12,9.48,35.26,26.9,51.58,33.7,6.4,34.1,20.01,1.97,15.8,32.37,17.05,30.48
30.55,17.71,2.74,1.52,12.82,1.87,16.86,12.83,67.97,13.34,30.45,13.22,2.47,2.75,64.63,5.52,28.15,8.96,6.93,24.6,16.45,16.0,60.37,63.1,25.91,12.24,28.64,11.7,41.12,10.75,18.82,5.56,10.01,3.89,17.28,18.7,26.69,97.26,68.13,21.71,49.31,41.09,22.34,20.94,14.31,16.75,24.0,2.58,13.98,35.63,3.19,57.15,74.85,15.76,29.46,41.82,12.25,8.16,52.59,30.84,17.0,12.34,37.35,40.07,41.53,20.18,10.94,38.66,29.23,30.16,12.68,7.59,36.9,23.65,5.33,6.44,22.3,29.97,5.7,45.25,12.05,14.1,24.43,16.63,10.5,74.58,15.36,9.65,36.35,26.32,52.63,33.79,6.31,34.43,20.01,1.85,15.9,30.27,17.05,29.66
29.96,17.8,2.74,1.51,12.82,1.83,16.9,12.0,68.05,12.57,30.45,13.22,2.4,2.78,64.55,5.32,28.15,8.42,7.13,24.65,16.6,15.69,60.37,61.03,26.0,12.21,28.23,11.17,41.66,10.9,18.54,5.28,10.01,3.98,17.63,18.7,26.74,97.35,68.42,22.18,49.05,41.64,22.48,20.47,13.54,16.95,24.0,2.6,13.1,35.99,3.08,57.33,74.48,15.57,29.37,41.82,12.32,8.05,52.88,30.92,17.27,12.34,37.08,40.7,41.83,20.23,10.85,38.66,29.14,29.32,11.96,7.38,37.33,23.9,5.31,6.44,22.3,28.64,5.55,46.39,11.91,14.06,24.69,15.65,9.96,74.48,14.83,9.65,35.21,26.42,52.53,33.54,6.4,35.08,20.01,1.84,15.8,28.31,16.96,29.76
29.37,17.5,2.72,1.51,12.09,1.81,17.19,11.92,68.22,12.42,29.95,13.04,2.47,2.74,63.6,5.29,27.35,8.0,7.34,23.96,16.35,15.65,60.0,57.58,25.29,11.97,28.0,10.74,41.75,10.95,18.73,5.12,9.93,4.02,16.97,18.0,26.69,96.98,68.62,22.09,48.54,41.55,22.44,19.99,12.91,16.5,23.5,2.51,12.27,36.35,3.09,56.79,74.01,14.9,30.29,42.66,12.44,8.16,52.78,30.44,17.27,12.1,36.73,39.77,41.31,20.05,11.04,38.38,28.44,28.92,11.73,6.9,36.81,23.35,5.24,6.35,21.77,26.77,5.55,44.77,11.82,13.58,24.43,15.75,9.83,74.68,14.78,9.48,34.36,26.03,51.96,33.37,6.35,34.59,20.06,1.84,15.5,26.5,16.59,29.52
29.41,17.6,2.83,1.6,11.91,1.94,17.26,12.08,68.3,12.71,30.6,13.43,2.58,2.83,64.41,5.47,27.75,7.92,7.34,25.11,16.8,15.92,61.78,57.78,25.67,12.48,28.09,11.32,42.05,10.95,18.87,5.3,10.17,4.09,18.16,18.35,26.98,96.8,71.88,22.42,48.97,41.32,22.9,19.99,13.83,16.7,24.0,2.65,12.04,34.91,3.24,58.33,75.4,14.95,31.4,42.66,12.78,8.4,53.17,31.23,17.73,12.44,37.27,40.36,41.91,20.27,11.09,38.66,28.49,29.76,11.73,7.29,37.5,24.6,5.29,6.42,22.3,27.16,5.55,44.87,11.91,13.97,24.86,15.75,9.83,74.48,15.55,9.48,35.88,26.37,53.57,33.45,6.45,35.82,20.41,1.85,15.8,27.18,16.82,30.87
28.93,17.69,2.84,1.54,12.05,1.84,16.17,12.21,68.3,12.76,30.3,13.65,2.6,2.85,64.04,5.28,28.05,8.47,7.34,24.55,17.05,15.33,62.06,56.1,25.14,12.51,29.05,10.89,40.18,10.75,18.35,5.25,10.41,3.83,17.47,17.83,26.65,95.87,71.88,20.96,49.48,41.73,22.76,19.99,12.96,17.15,24.0,2.57,12.31,35.54,3.18,57.7,74.66,14.62,31.87,42.56,13.08,8.4,53.17,30.75,17.91,12.49,37.27,40.02,41.44,20.0,10.75,39.03,28.31,30.76,11.64,7.82,37.76,25.3,5.26,6.42,22.04,28.49,5.55,44.87,11.73,13.93,24.65,15.36,9.83,74.48,15.55,9.48,36.11,26.32,53.95,34.12,6.42,36.56,20.55,1.86,15.6,28.16,16.73,31.35
28.34,17.7,2.68,1.49,11.32,1.72,15.18,12.25,69.13,12.76,30.4,12.91,2.43,2.67,64.19,4.94,28.25,8.17,7.05,23.63,16.1,15.14,60.19,56.3,25.14,12.89,27.91,10.41,40.18,11.0,18.4,4.97,9.97,3.83,18.63,16.87,26.69,96.89,70.6,19.6,48.97,41.77,22.44,20.23,12.14,17.0,24.0,2.49,11.53,36.35,2.98,57.42,74.94,14.48,31.68,43.77,13.24,8.53,53.47,30.92,18.09,12.29,37.51,40.07,41.31,19.68,10.75,38.84,28.31,29.48,11.55,7.53,36.73,24.4,5.15,6.33,21.92,26.67,5.55,44.91,11.77,13.62,24.78,15.41,9.74,74.39,15.84,9.09,33.79,26.42,53.57,33.5,6.44,35.0,20.65,1.84,15.5,27.04,16.96,31.45
28.38,17.59,2.68,1.42,10.59,1.71,15.22,11.96,69.37,12.76,30.15,12.87,2.37,2.67,62.86,4.62,28.15,7.7,7.09,23.54,16.2,15.14,59.91,56.3,25.14,12.86,27.59,10.36,40.18,11.0,18.4,4.94,9.73,3.83,19.0,16.7,26.89,97.17,70.6,18.33,48.46,41.46,22.48,20.14,11.36,17.0,23.9,2.46,10.79,36.62,2.97,57.97,74.94,14.38,29.64,43.81,13.31,8.63,52.88,30.88,17.27,12.39,36.97,41.18,41.44,19.77,10.75,38.57,28.54,27.56,10.83,7.09,36.81,22.85,5.33,6.35,21.89,24.95,5.21,45.01,12.0,13.93,24.91,15.26,10.01,74.29,15.89,9.05,31.61,26.42,53.48,33.79,6.29,36.06,20.9,1.87,15.3,26.5,16.86,30.77
27.68,17.1,2.7,1.42,10.55,1.71,15.14,11.83,69.29,12.81,29.75,12.74,2.37,2.68,62.42,4.32,28.0,7.72,6.99,23.54,16.25,15.02,58.97,56.2,25.53,12.41,27.36,10.45,40.28,10.9,18.4,4.62,9.65,3.84,18.69,16.09,26.89,97.08,69.61,17.44,48.12,41.28,22.58,19.9,11.51,16.6,24.0,2.48,10.28,36.48,2.95,57.24,73.09,13.76,28.72,42.01,13.16,8.57,53.08,31.36,17.18,12.39,36.77,42.73,41.48,19.23,10.75,38.57,28.54,25.76,10.65,6.64,36.64,22.4,5.33,6.31,22.04,23.62,5.56,44.96,11.91,14.19,24.86,15.26,9.83,74.48,15.94,8.96,30.37,26.7,53.39,33.7,6.29,36.8,21.05,1.82,15.0,24.78,16.96,29.95
28.53,17.3,2.71,1.42,10.45,1.7,15.51,11.83,68.88,12.91,30.5,13.0,2.22,2.69,63.52,4.04,28.5,7.84,6.99,23.54,16.2,14.98,59.91,57.78,25.81,12.48,27.32,10.5,40.48,10.9,18.4,4.5,9.73,3.83,19.56,16.7,27.51,97.73,70.6,16.31,48.63,41.55,23.04,20.23,11.56,16.6,24.0,2.47,10.19,36.98,2.98,58.24,74.01,13.67,29.51,41.92,13.24,8.63,53.37,31.93,16.64,12.29,36.97,44.72,41.87,19.05,10.75,38.66,28.31,26.24,10.92,6.55,37.41,23.0,5.33,6.49,22.75,22.93,5.47,44.87,12.23,14.54,24.82,15.55,9.61,74.29,15.94,9.13,31.42,26.9,53.29,33.04,6.54,38.07,21.2,1.85,15.1,24.29,17.05,30.58
