HGP,E1VFVN30,HAI,DLG,FIT,FLT,HQC,GEX,PVD,MSN,PVI,VRE,DXG,SJF,AMD,VHM,EVG,HVN,SCR,SFG,VGC,BFC,TCH,PHR,BVH,TDM,HAH,KSB,SKG,BCM,VNS,CNG,TTB,LPB,DAH,HTN,NHA,CSV,DHG,SVC,IJC,FPT,DVP,C32,BIC,BMC,STB,SCD,HCD,CTS,MSH,TNI,BMP,NSC,HBC,SFI,UIC,SAV,TVB,LIX,FMC,GMC,FVN,NHH,VHC,DGC,HSG,VTB,SMB,CLC,HDC,TVS,IDI,DHA,APC,FCM,ACC,BMI,GVR,FUCVREIT,DSN,TNA,CMX,TCL,DQC,GSP,PME,PET,PJT,LBM,PAC,SZL,GDT,KHP,GIL,PGC,MCG,FUESSV50,PAN,VSH
33.08,19.6,3.61,2.02,9.45,3.06,16.09,18.08,70.94,16.28,32.85,20.83,2.87,3.53,71.26,7.83,32.35,8.7,9.02,31.27,21.4,17.53,54.84,58.57,29.6,15.86,30.45,12.66,54.82,10.55,22.55,6.77,12.88,6.18,24.56,36.26,29.87,93.07,69.91,27.21,65.24,43.23,26.18,20.47,18.18,18.75,23.8,4.48,14.21,43.27,3.65,55.42,70.24,17.05,37.79,46.73,27.69,10.28,59.27,33.53,32.73,13.87,50.2,37.4,58.16,24.82,12.24,38.93,34.11,34.8,17.15,6.79,44.11,23.25,6.13,7.71,19.33,27.16,8.48,47.7,11.45,13.49,26.35,23.48,11.3,77.12,21.12,10.42,55.59,28.91,50.16,40.04,6.64,56.56,17.98,3.17,17.0,27.85,18.19,30.6
33.42,19.7,3.55,2.04,9.82,3.03,16.31,18.21,70.2,16.47,33.4,21.0,2.88,3.59,71.63,7.32,31.5,8.72,9.27,31.5,21.3,17.61,55.31,58.67,29.3,16.28,31.23,13.14,54.03,10.4,22.93,6.87,12.92,6.3,24.44,35.39,29.87,92.52,69.91,27.17,65.58,43.05,26.65,20.18,17.7,18.4,23.8,4.33,14.4,43.54,3.63,55.52,70.05,17.33,37.51,46.73,26.63,10.35,58.97,33.39,32.73,13.82,48.09,37.74,57.99,24.64,12.14,38.93,35.04,34.8,17.33,6.72,42.99,23.2,6.22,7.92,19.45,27.7,7.93,47.6,11.59,13.62,26.13,23.28,11.35,77.12,21.6,10.42,52.2,28.96,49.31,39.21,6.69,55.98,17.98,3.11,17.7,27.8,18.19,30.7
34.26,19.95,3.79,2.1,10.09,3.05,16.79,19.25,71.35,17.0,34.15,20.83,2.94,3.7,72.73,7.61,32.6,8.81,9.36,31.73,21.75,18.21,57.66,60.84,29.95,17.1,31.27,13.28,56.39,10.4,23.92,7.02,13.12,6.28,25.28,38.04,31.42,93.45,70.3,29.19,67.11,43.51,27.2,21.13,18.67,18.8,23.3,4.05,15.09,44.8,3.77,56.08,70.62,17.67,38.03,46.73,26.51,10.65,58.97,35.14,32.18,14.21,49.26,39.24,60.49,26.0,12.24,39.35,35.22,35.64,17.42,7.1,43.77,24.35,6.26,7.99,20.57,28.89,7.71,47.7,11.86,14.02,26.74,23.57,11.35,77.12,22.66,10.86,52.77,29.78,51.11,40.04,6.92,56.39,18.38,3.3,17.6,28.75,18.19,31.65
34.37,20.16,3.8,2.01,10.5,3.16,17.08,19.54,72.67,17.19,34.6,21.43,2.85,3.67,73.18,7.83,33.5,9.0,9.62,31.27,21.8,18.65,58.31,61.33,30.1,17.27,32.45,13.0,56.78,10.6,23.92,6.98,13.16,5.87,26.06,40.87,31.51,93.63,70.3,30.88,67.02,43.74,26.69,21.42,18.96,19.2,23.6,3.79,15.6,44.8,3.71,56.26,71.38,17.48,38.82,46.82,24.8,9.98,59.47,34.99,33.09,14.5,50.44,40.21,59.98,26.14,12.19,39.49,35.96,36.56,17.55,7.12,44.11,24.6,6.04,8.17,20.61,29.23,7.2,48.0,12.09,14.19,26.7,24.45,11.35,76.44,23.28,10.86,55.71,30.35,52.15,40.04,7.03,56.8,18.38,3.4,17.6,29.75,18.34,31.95
34.67,20.2,3.6,1.98,10.64,2.99,17.34,19.42,73.17,17.14,34.0,22.09,2.84,3.45,72.07,7.83,33.55,9.05,9.65,31.18,22.3,18.49,58.87,60.15,29.7,17.88,31.09,12.61,56.88,10.2,24.06,6.98,13.16,5.49,26.11,42.61,31.61,93.54,70.3,30.79,67.96,44.07,26.46,21.42,18.47,19.6,23.3,3.55,15.97,45.16,3.71,56.64,71.48,17.33,37.89,47.1,24.76,10.13,60.45,35.33,33.86,14.16,52.39,40.65,61.96,26.45,12.24,39.58,36.6,36.28,16.88,7.11,44.28,24.7,6.22,8.33,20.65,29.52,7.02,48.0,12.18,14.37,26.7,24.45,11.53,77.41,22.85,10.86,54.29,30.64,51.49,38.38,6.9,57.46,18.48,3.45,17.6,30.2,18.24,31.65
34.26,20.28,3.44,1.99,10.73,2.99,17.05,19.92,73.99,17.48,35.0,21.91,2.91,3.3,73.47,7.76,32.4,9.07,9.75,31.27,22.65,19.14,57.75,59.85,29.8,17.95,30.77,12.18,56.88,10.1,24.15,7.05,13.16,5.54,26.11,41.87,31.9,94.94,70.3,30.08,68.98,44.26,26.55,21.37,18.57,19.7,23.6,3.65,15.93,45.43,3.84,56.82,71.48,17.43,37.66,47.1,23.16,9.94,61.14,35.91,33.45,14.41,52.78,41.13,63.95,26.09,12.29,39.58,36.7,36.4,16.79,7.2,43.77,25.1,6.32,8.33,20.35,30.21,6.57,47.8,11.95,14.54,26.87,25.29,11.44,77.41,22.08,10.6,55.24,30.93,51.68,36.71,6.9,58.52,18.73,3.43,17.6,29.9,18.24,31.7
34.04,19.98,3.44,1.99,10.73,3.06,16.42,20.17,72.59,17.53,34.85,21.3,2.89,3.26,73.18,8.06,30.8,9.09,9.84,31.36,22.65,19.18,57.66,58.77,29.9,17.92,30.64,12.09,56.49,10.3,24.25,7.12,13.12,5.64,26.39,39.13,31.9,94.19,70.3,28.91,68.81,44.16,26.55,21.37,19.15,19.6,23.6,3.63,15.56,45.97,3.93,56.82,71.57,17.33,36.59,46.45,21.68,9.32,61.73,36.25,34.09,14.7,52.39,41.13,64.82,25.82,12.29,39.76,36.88,36.32,16.79,7.23,43.77,25.1,6.34,8.19,20.35,29.23,6.47,48.2,11.91,14.54,26.96,24.26,11.62,77.12,23.04,10.55,54.48,30.55,51.68,36.5,6.85,59.18,18.77,3.21,17.5,27.95,18.34,31.5
33.89,19.99,3.49,2.0,11.09,3.29,16.42,19.63,72.59,17.34,34.8,21.3,2.97,3.37,73.32,8.06,30.3,9.12,9.56,31.36,21.9,18.98,57.56,58.77,29.8,17.16,30.91,12.09,56.29,10.15,24.91,6.96,13.04,5.9,25.83,36.61,31.13,94.28,70.3,28.2,68.98,43.7,26.55,21.42,19.2,18.9,23.6,3.4,15.19,46.33,3.88,57.1,73.19,17.24,36.69,45.85,21.68,9.43,61.92,36.4,33.64,14.95,50.83,40.99,64.47,25.73,12.0,39.99,36.88,35.32,16.7,7.38,43.51,25.0,6.31,7.85,20.27,28.98,6.93,48.2,11.82,14.5,26.52,24.75,11.53,77.12,23.47,10.81,54.48,30.79,51.68,36.29,6.9,58.11,18.77,3.0,17.4,27.5,18.24,31.6
34.19,20.0,3.5,2.03,10.64,3.29,16.53,19.96,73.0,17.63,34.45,20.78,2.99,3.48,73.54,7.98,30.2,9.31,9.37,31.64,21.9,18.25,57.84,59.26,29.8,16.82,31.36,12.04,57.28,10.3,24.63,6.96,13.2,5.73,24.42,36.52,31.7,94.19,70.3,28.58,65.15,43.79,26.6,21.75,19.44,18.9,24.0,3.2,15.65,45.43,3.82,57.66,73.19,17.48,36.69,45.48,21.76,9.46,62.41,36.01,32.82,14.5,52.29,41.08,65.16,25.59,11.95,39.99,36.88,35.52,17.01,7.28,43.51,25.4,6.38,7.62,20.57,29.82,6.83,48.8,11.82,14.67,26.83,23.72,11.62,77.12,22.13,10.77,55.71,32.23,52.63,36.67,6.87,58.6,18.87,3.02,17.5,27.55,18.53,32.4
34.15,19.92,3.3,1.9,9.95,3.08,16.61,20.0,72.01,17.38,34.65,20.87,2.85,3.26,73.62,7.68,30.45,9.07,9.84,31.18,22.3,18.21,58.12,59.65,29.9,17.03,31.09,11.65,56.69,10.05,24.72,6.9,13.32,5.36,24.31,36.09,31.22,94.47,70.1,29.09,65.15,43.7,26.74,21.56,18.18,19.2,24.0,3.01,15.56,45.88,3.67,57.94,73.19,17.52,36.69,45.62,22.14,9.46,61.43,33.78,34.09,14.46,53.06,41.08,62.91,25.64,12.19,39.76,37.16,36.4,16.83,7.04,44.71,24.3,6.31,7.26,20.57,30.41,6.38,48.0,12.0,14.67,26.96,22.2,11.53,77.12,21.31,10.6,55.71,32.23,53.1,35.29,6.9,58.28,18.82,3.01,17.4,27.5,18.53,32.9
34.11,20.0,3.31,1.83,10.09,2.88,16.79,20.13,72.01,17.53,34.35,21.0,2.8,3.24,73.69,7.83,30.7,9.11,9.8,30.99,22.5,18.33,58.59,59.65,30.0,17.03,30.73,11.7,57.96,10.15,24.63,6.84,12.96,5.22,24.58,34.57,31.51,94.47,69.12,29.38,65.32,43.79,27.11,21.13,18.47,19.3,24.0,3.0,15.42,45.88,3.7,57.57,73.57,17.95,36.87,45.62,22.14,9.76,61.92,32.9,34.91,14.41,53.52,41.42,62.22,25.86,12.29,40.04,36.97,36.48,16.79,7.0,45.31,24.4,6.35,7.35,20.57,29.03,6.38,48.0,12.05,14.8,27.22,22.69,11.71,75.65,20.93,10.42,55.05,32.23,53.48,35.46,7.13,58.85,18.87,2.95,17.3,28.15,18.53,32.9
33.53,19.72,3.4,1.96,10.09,2.89,16.79,19.88,71.77,17.53,34.15,21.13,2.78,3.29,73.62,7.68,30.8,9.17,9.94,30.81,21.5,18.25,58.87,58.77,29.9,16.55,30.05,11.7,57.87,10.15,24.53,6.99,12.88,4.97,24.75,32.3,31.8,93.07,69.12,29.14,64.98,43.79,26.79,21.37,18.67,18.7,23.9,3.05,14.44,45.7,3.66,57.57,73.29,17.81,37.06,44.88,22.37,9.46,60.64,32.51,34.73,14.16,51.98,41.28,61.45,25.55,12.48,40.31,36.97,36.48,16.61,7.13,45.4,24.7,6.48,7.35,20.65,28.54,6.38,47.1,11.59,14.58,26.13,22.69,11.71,75.17,20.35,10.73,54.48,32.13,52.15,35.83,6.93,56.88,19.37,2.95,16.9,27.9,17.56,32.6
33.71,19.65,3.34,2.0,9.91,2.85,16.83,20.42,71.52,17.34,34.1,20.52,2.84,3.25,72.37,7.19,30.15,9.02,9.65,31.91,20.1,17.97,57.66,58.08,29.9,16.79,30.45,11.85,56.88,10.25,25.0,7.18,12.68,4.65,24.78,30.22,31.8,91.77,69.12,28.01,63.87,43.79,26.88,19.99,19.34,18.55,23.8,3.13,14.44,45.7,3.7,57.1,73.38,17.9,37.06,46.13,22.56,9.65,56.71,32.22,34.55,14.46,53.83,40.75,61.19,25.73,11.66,40.04,38.26,36.0,17.06,7.1,44.97,24.7,6.22,7.26,20.38,28.25,6.38,48.0,11.64,14.85,26.04,23.09,11.44,74.19,20.64,10.77,57.42,32.27,51.96,36.29,6.48,55.74,20.01,2.95,16.8,27.4,17.47,32.6
34.04,19.66,3.22,1.96,9.91,2.78,16.83,21.42,72.1,18.06,34.45,19.52,2.79,3.17,71.63,7.26,30.45,9.01,9.56,32.1,20.6,17.73,58.22,58.27,28.7,17.34,30.82,11.56,56.98,10.1,25.05,7.29,12.68,4.47,24.33,28.26,31.13,92.14,69.12,27.78,64.55,43.93,26.46,19.85,18.67,18.6,24.0,3.11,14.58,43.63,3.65,57.75,74.24,17.57,36.96,47.01,22.56,9.83,56.61,32.61,33.55,14.11,53.83,41.47,60.58,26.23,11.57,40.04,38.54,35.04,17.01,7.05,45.05,23.1,6.21,7.21,19.75,28.93,6.73,47.4,11.68,14.85,25.96,23.48,11.75,75.26,20.26,10.77,57.42,33.19,51.49,37.04,6.46,53.69,19.91,3.05,17.2,26.35,17.27,32.0
33.82,19.74,3.17,1.84,9.77,2.6,16.79,21.04,73.58,17.82,34.55,19.35,2.77,3.17,72.51,7.26,30.65,9.01,9.94,33.06,20.1,17.65,58.87,58.17,28.4,17.3,30.64,10.84,57.18,10.1,23.45,7.32,12.72,4.36,23.89,26.43,29.1,92.14,69.12,27.5,64.64,43.79,25.54,19.61,20.02,18.7,24.1,2.91,14.26,43.9,3.57,58.31,72.43,17.1,36.78,43.95,21.83,10.13,54.55,32.32,33.64,13.23,53.45,41.42,61.7,25.41,11.42,40.04,37.8,34.52,17.15,7.03,44.54,23.0,5.86,7.35,19.52,28.59,6.73,47.5,11.5,14.28,25.96,24.36,11.44,75.17,18.96,10.51,57.9,32.03,51.49,35.87,6.44,53.69,18.63,3.05,17.3,26.25,17.17,31.9
33.75,20.1,3.15,1.84,9.73,2.61,16.79,20.17,72.92,17.24,34.55,19.65,2.8,3.17,73.69,7.38,29.9,8.9,9.56,33.11,19.9,17.53,59.62,59.16,28.4,16.96,30.91,10.79,57.47,10.1,22.17,7.49,12.51,4.34,24.11,26.43,29.05,92.98,69.12,28.58,64.64,42.3,25.12,19.52,18.76,18.35,24.1,2.95,13.66,42.82,3.54,59.15,72.62,16.86,37.43,44.42,21.45,9.61,53.96,32.22,31.91,12.93,51.91,40.65,61.19,25.18,11.42,40.04,39.69,34.4,17.06,7.0,44.19,22.8,5.97,7.17,19.52,28.29,6.73,47.9,11.68,14.1,25.74,23.57,11.13,75.17,17.76,10.17,56.0,33.24,51.68,35.04,6.4,54.01,17.44,2.95,17.3,26.8,17.17,31.7
34.41,20.06,3.16,1.85,9.95,2.62,16.64,19.63,74.65,16.76,35.5,20.26,2.78,3.2,74.8,7.24,30.9,8.89,8.97,33.11,20.3,18.29,59.62,60.44,29.45,17.51,32.23,10.98,59.93,10.1,22.69,7.5,12.88,4.4,24.83,26.61,29.58,93.17,69.12,29.66,66.17,44.3,25.81,19.99,17.55,19.0,23.5,2.98,14.4,43.63,3.63,60.73,73.38,17.86,38.91,44.42,22.21,9.61,55.63,33.19,33.32,13.37,55.76,40.75,59.63,25.55,11.52,40.22,42.64,33.96,17.06,6.79,44.19,23.8,5.95,7.35,20.01,29.13,6.73,48.5,11.73,14.67,26.17,22.06,11.08,72.73,18.29,10.08,55.05,31.46,52.06,35.87,6.44,55.41,17.44,2.8,17.4,27.6,17.17,32.5
34.33,20.03,3.15,1.82,9.82,2.56,16.64,19.96,74.98,16.76,34.7,20.09,2.6,3.15,75.76,7.16,31.3,8.31,8.87,34.03,19.9,18.09,59.25,60.93,28.05,16.38,31.0,10.98,56.88,10.1,22.64,7.2,13.0,4.2,25.22,26.61,28.81,93.54,69.12,29.47,66.34,44.07,26.18,20.04,16.44,19.15,23.2,2.95,14.31,43.14,3.4,60.45,73.1,17.14,36.69,44.32,22.71,9.17,56.42,32.81,35.68,12.98,55.68,39.63,55.74,25.36,11.42,40.22,39.88,33.68,17.1,6.35,44.28,22.85,5.95,6.96,20.2,29.43,6.73,48.35,11.45,14.19,26.13,20.64,10.95,78.09,17.38,10.34,54.67,29.49,52.06,35.87,6.44,54.75,17.39,2.62,17.5,27.6,17.27,30.65
33.97,20.03,3.15,1.81,10.05,2.56,16.5,20.33,75.31,17.0,34.25,20.74,2.6,3.15,75.9,6.82,31.4,8.3,8.35,34.12,18.9,18.17,57.75,60.93,28.0,15.39,31.09,10.89,56.49,10.1,22.45,6.88,12.68,4.21,25.17,26.61,28.91,93.82,69.12,30.17,66.34,44.16,26.0,19.99,15.43,19.1,23.2,2.8,14.54,43.18,3.37,59.24,73.86,17.48,36.69,44.42,22.25,9.46,57.3,32.81,35.09,12.69,55.91,38.95,56.35,25.45,11.42,40.04,37.3,33.76,17.51,6.25,44.37,22.9,5.95,6.92,19.67,29.03,6.73,48.7,11.5,13.71,25.82,19.32,11.04,78.09,16.99,10.04,54.67,29.3,51.77,36.79,6.52,56.47,17.59,2.6,17.3,28.1,17.27,30.7
33.53,19.7,3.15,1.81,9.64,2.53,15.44,19.5,74.49,16.42,33.2,20.43,2.55,3.1,74.87,6.38,29.95,8.19,8.11,34.3,17.75,17.53,57.19,58.27,28.0,14.84,31.09,10.74,56.49,10.2,22.45,6.43,11.87,4.18,23.67,26.78,28.33,93.54,73.06,29.52,64.89,42.77,25.91,19.66,14.46,18.35,24.0,2.62,13.84,43.14,3.34,58.69,72.43,16.86,36.78,44.18,20.81,9.17,55.73,31.3,32.95,11.9,53.14,38.61,56.17,24.09,11.38,40.04,34.9,32.96,17.24,6.16,42.99,22.8,5.82,6.96,19.07,28.39,6.73,49.0,11.36,13.23,25.52,18.1,10.9,77.12,15.89,10.04,56.76,29.3,51.58,36.79,6.4,56.97,17.39,2.6,16.9,27.0,17.17,30.75
32.46,19.72,3.12,1.8,9.82,2.53,15.36,19.54,73.91,16.57,33.75,20.0,2.55,3.12,75.76,6.71,29.0,8.19,7.83,34.44,17.6,17.73,57.19,58.77,28.0,13.88,30.55,10.74,57.47,10.2,22.17,6.48,11.79,4.2,22.72,26.96,28.33,94.0,73.06,27.59,64.89,42.86,24.89,19.71,13.93,18.5,23.9,2.63,13.98,41.92,3.34,57.75,72.05,16.52,36.59,43.49,19.47,8.76,55.63,31.64,30.82,11.95,56.22,38.71,56.61,23.45,11.52,40.22,32.96,33.28,17.51,6.2,43.08,22.3,6.08,7.03,19.52,28.44,6.73,48.1,11.18,13.31,25.65,17.9,10.99,78.09,15.94,9.99,55.05,28.82,51.49,37.54,6.44,54.01,17.59,2.55,16.9,27.0,17.27,30.4
32.06,19.55,3.16,1.82,9.95,2.48,15.51,19.08,75.07,16.47,33.7,20.74,2.49,3.15,75.76,6.71,28.8,8.25,8.01,33.11,17.4,17.89,57.66,58.86,28.15,12.99,30.64,10.79,57.96,10.2,22.31,6.27,11.55,4.25,22.72,26.91,28.33,93.35,73.06,27.73,64.21,42.67,24.7,19.85,13.83,18.35,24.0,2.6,14.07,41.83,3.33,57.1,72.05,16.48,36.69,43.03,18.22,8.72,53.08,31.74,30.73,11.9,57.76,38.76,53.41,23.23,11.33,40.22,32.82,33.6,17.33,6.26,43.08,22.6,5.82,6.81,19.75,28.34,6.73,47.53,11.23,13.31,25.74,18.1,10.81,78.09,15.84,9.99,54.1,29.1,50.64,37.62,6.35,50.49,17.39,2.56,16.9,27.3,17.37,30.45
31.84,19.9,3.28,1.81,10.09,2.55,15.69,19.75,76.47,17.0,34.4,21.52,2.55,3.25,77.6,7.0,28.6,8.45,8.01,33.84,17.95,18.49,58.12,59.65,28.15,13.4,30.64,10.93,59.93,10.2,22.64,6.45,11.79,4.15,23.11,26.96,28.62,94.84,73.06,28.01,64.3,42.67,24.89,20.18,14.36,18.8,24.0,2.66,13.75,42.28,3.36,58.5,72.72,17.05,37.15,43.49,17.04,8.69,52.88,32.03,29.95,12.19,55.45,37.83,51.42,23.36,11.52,40.22,32.64,34.08,17.15,6.25,43.08,23.4,5.77,6.9,20.2,29.43,6.73,47.91,11.5,13.67,25.26,18.19,11.13,78.09,16.18,10.34,56.47,29.2,50.73,37.71,6.44,50.0,17.79,2.6,17.3,28.3,17.47,30.5
31.91,19.81,3.08,1.83,10.55,2.61,15.87,19.42,78.04,16.85,34.15,21.65,2.45,3.04,77.97,6.86,27.5,8.41,7.82,33.11,17.75,18.33,58.12,60.24,28.25,13.33,28.64,11.08,59.93,10.0,22.55,6.51,11.87,3.88,23.39,26.96,28.62,93.54,73.06,26.37,65.41,42.39,25.17,20.14,14.07,18.6,24.0,2.67,13.43,42.96,3.36,59.06,71.95,17.14,37.98,43.49,17.12,8.69,52.09,31.98,29.64,12.34,59.38,38.37,50.82,23.41,11.33,40.22,32.27,34.32,17.06,6.15,42.82,22.7,5.85,6.92,20.5,27.51,6.73,47.81,11.73,13.67,25.21,18.19,11.04,78.09,16.13,10.34,53.63,28.91,50.92,35.71,6.49,50.16,17.49,2.6,17.3,28.7,17.47,30.8
31.95,19.89,3.04,1.82,10.55,2.49,15.98,18.88,78.28,16.76,34.5,21.0,2.49,2.99,75.98,7.38,26.9,8.51,7.77,33.57,17.6,18.73,57.66,60.64,28.3,12.86,28.27,10.93,59.63,9.95,22.64,6.5,11.87,3.89,23.06,26.61,28.81,93.35,73.06,25.57,65.24,42.25,25.07,19.9,13.15,18.7,24.0,2.7,13.43,42.01,3.38,59.62,71.0,16.24,36.96,43.03,16.58,8.65,52.19,31.64,29.09,12.34,59.68,39.1,51.33,22.86,11.62,40.41,32.18,34.84,17.06,6.06,42.22,22.5,5.75,6.76,20.01,27.65,6.73,47.43,11.64,13.71,25.13,17.8,11.08,78.39,16.37,10.17,52.96,29.01,51.3,33.37,6.49,49.83,17.89,2.65,17.2,28.7,17.47,31.0
32.24,19.79,3.06,1.81,10.95,2.47,15.8,19.5,78.45,17.24,34.85,21.13,2.52,3.0,76.05,7.38,27.25,8.56,7.76,32.37,17.15,18.89,58.03,61.03,26.9,12.62,28.59,10.55,58.75,10.0,22.97,6.53,11.83,3.91,21.58,25.43,28.81,93.35,73.06,24.06,66.6,42.49,24.06,19.37,13.01,18.6,24.0,2.64,13.43,41.83,3.32,58.69,71.0,16.05,34.55,43.67,16.62,8.69,52.29,31.25,29.82,12.1,63.46,38.32,51.59,22.64,11.62,40.45,32.27,35.44,17.15,6.02,42.91,22.1,5.75,6.76,20.05,27.02,6.29,46.15,11.32,13.49,25.04,17.95,10.9,78.29,16.46,9.99,53.15,29.3,51.3,33.37,6.48,49.92,17.79,2.65,17.1,26.85,17.47,30.05
31.95,19.58,3.1,1.74,10.27,2.39,15.55,18.88,75.89,16.85,33.75,21.35,2.54,3.01,74.43,7.5,27.25,8.6,7.75,32.14,16.5,17.81,57.09,61.03,26.85,12.75,28.59,10.36,57.47,10.25,21.7,6.65,11.99,3.91,20.19,23.78,27.95,94.0,73.06,23.92,66.34,41.65,24.01,19.42,13.1,18.75,25.0,2.58,13.89,41.79,3.34,57.75,71.19,16.05,33.26,44.09,15.98,8.76,51.9,30.28,29.82,11.8,64.77,37.25,50.56,23.14,11.52,40.5,32.27,34.24,16.24,5.94,41.96,22.2,5.75,6.58,19.78,25.29,6.54,46.1,11.23,13.45,25.13,18.1,10.86,77.9,15.79,9.99,53.15,28.05,51.3,33.37,6.44,49.67,16.7,2.54,16.6,26.35,17.47,29.7
30.73,18.35,2.96,1.63,9.82,2.24,14.81,17.67,73.17,15.8,31.55,19.96,2.39,2.85,71.33,7.19,26.35,8.17,7.62,31.5,16.0,17.13,54.19,59.06,26.4,12.0,27.0,9.98,56.0,9.71,20.66,6.36,11.87,3.8,18.89,22.26,27.18,94.0,73.06,22.7,63.53,41.32,23.32,19.04,12.38,18.15,24.9,2.52,13.52,41.83,3.24,55.98,71.0,15.0,33.26,42.93,15.21,8.69,51.11,29.07,28.5,11.06,60.53,35.55,47.27,21.82,11.42,41.79,30.43,32.0,16.06,5.56,41.19,21.1,5.46,6.44,19.15,23.67,6.54,46.1,11.09,12.7,24.78,17.31,10.86,74.19,14.78,9.91,53.15,27.86,49.78,32.45,6.48,48.36,16.5,2.71,15.9,25.5,17.27,27.8
30.07,18.69,2.87,1.53,10.32,2.1,14.7,16.92,70.61,15.46,30.9,18.65,2.35,2.8,69.79,6.72,25.55,7.8,7.4,30.35,15.75,16.88,53.81,56.6,26.4,11.56,26.32,9.88,54.92,9.7,20.1,6.83,11.42,3.66,18.22,21.22,26.89,92.89,73.06,21.62,60.72,40.53,23.04,18.66,12.38,17.4,24.15,2.49,13.06,39.59,3.1,55.8,70.05,14.62,33.35,42.93,15.06,8.61,50.13,28.63,26.64,10.96,56.6,35.07,47.1,21.36,11.04,39.58,30.43,31.52,16.11,5.33,40.76,20.4,5.42,6.35,18.77,23.57,6.54,44.68,10.64,12.26,24.04,17.27,10.63,74.19,14.3,9.86,50.11,27.09,48.83,32.29,6.21,47.21,16.6,2.61,16.5,24.6,17.17,27.6
31.25,19.49,3.0,1.57,11.09,2.25,15.33,16.63,73.91,15.99,32.7,19.57,2.44,2.99,73.18,7.02,26.5,8.3,7.39,31.36,16.3,18.13,54.94,59.16,26.4,12.17,26.36,10.36,57.67,9.81,21.04,6.67,11.3,3.81,18.83,20.78,27.56,93.82,73.06,23.08,62.08,40.81,23.41,19.71,12.67,18.3,24.2,2.53,13.47,39.32,3.19,56.64,69.28,15.38,33.17,43.35,15.21,8.87,50.13,29.7,24.91,11.46,56.53,35.99,46.75,21.82,11.71,40.13,29.97,31.92,16.43,5.71,41.19,21.8,5.6,6.35,19.67,25.29,6.54,44.96,11.05,13.14,24.73,17.41,10.55,72.24,15.02,9.86,50.11,28.05,49.5,32.45,6.44,44.18,16.8,2.8,16.7,26.3,17.51,28.3
30.73,18.75,3.0,1.57,11.55,2.25,15.07,16.33,73.83,15.84,32.6,18.52,2.38,2.93,72.51,6.56,26.1,7.93,7.35,32.74,16.0,17.97,54.84,57.29,26.4,11.8,24.91,10.21,55.02,9.81,20.28,6.24,10.78,3.77,18.69,19.87,26.84,92.89,73.06,23.03,61.74,40.25,23.22,19.61,12.77,17.6,24.2,2.55,12.59,38.87,3.17,55.98,69.67,15.05,33.35,42.93,14.91,8.65,49.24,29.41,24.82,11.26,55.45,35.89,44.68,21.73,11.86,40.04,29.97,31.36,16.43,5.74,40.85,21.5,5.6,6.44,19.03,25.05,6.54,44.11,11.05,13.1,24.43,17.51,10.81,72.24,14.83,9.91,49.26,28.14,49.88,32.41,6.5,41.31,16.8,2.8,16.5,26.0,17.42,28.05
30.88,18.85,2.99,1.64,10.82,2.21,14.74,15.58,73.33,15.8,33.1,18.13,2.43,2.87,71.63,6.14,26.15,8.04,7.72,35.18,16.1,18.05,55.03,57.68,26.7,11.76,25.0,10.21,55.51,10.5,20.47,5.92,10.7,3.71,18.5,18.91,26.84,93.82,73.06,22.09,59.61,40.53,23.18,19.42,12.77,18.0,24.25,2.6,11.81,39.77,3.2,55.89,69.76,15.43,33.35,42.93,15.18,8.36,50.23,28.83,24.86,11.16,54.29,36.09,44.07,21.73,11.9,39.58,29.46,31.04,15.7,5.56,41.02,21.3,5.6,6.35,19.0,24.6,6.54,44.01,11.36,13.18,24.43,17.22,10.77,72.24,14.83,9.82,48.88,28.14,49.5,32.45,6.51,40.98,16.6,2.69,16.4,25.55,17.37,28.5
29.78,17.5,2.97,1.54,11.23,2.07,14.01,14.58,69.29,14.83,31.95,16.96,2.28,2.87,69.57,5.86,25.3,7.59,7.62,33.52,15.45,16.88,53.62,53.93,25.3,11.01,23.45,9.55,54.03,10.0,20.1,5.54,10.01,3.59,19.17,17.91,26.12,91.31,73.06,20.68,56.21,40.25,22.39,18.95,12.48,17.15,22.8,2.46,11.06,37.52,3.03,55.53,68.52,14.76,31.5,42.38,14.99,7.84,49.54,28.0,23.64,10.92,51.6,34.25,42.78,20.77,11.62,39.03,29.46,29.36,14.71,5.2,39.47,20.2,5.51,6.26,18.17,23.03,6.54,44.11,10.91,12.53,23.56,16.92,10.5,73.21,13.87,9.65,47.46,27.28,48.55,32.12,6.51,39.67,16.8,2.7,15.5,23.9,17.13,27.15
